P,T,DenL,DenG,VisL,VisG,ST,ID,Roughness,Ang,Vsl,Vsg,Flow_label
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-70.0,0.157627,25.4812,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,50.0,0.649747,0.0240223,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-90.0,1.60669,0.233139,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,70.0,0.96263,1.51205,2.0
100.0,20.0,1000.0,1.12,0.001,1.5e-05,0.07,0.0254,0.0,0.0,0.777439024,97.56097561,2.0
27.0,20.9,887.0439411,1.52,0.005674186,1.9e-05,0.03,0.0501,0.0,-2.0,0.0016,4.9,4.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.0,0.4,1.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.0,3.4,0.63,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-80.0,0.156304,6.33027,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-80.0,0.246932,0.64724,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,30.0,0.109335,9.58445,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,70.0,1.01501,0.0396912,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,10.0,0.6,10.0,2.0
790.0,54.0,1059.0,14.9,0.001,1.6e-05,0.07,0.0972,0.0,5.0,1.00306,0.899569,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,30.0,0.0737043,2.66964,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-80.0,0.609542,0.0626874,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-90.0,4.00584,2.49686,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.0,0.63,1.0,2.0
26.2,25.1,884.068475,1.49,0.004923241,1.9e-05,0.03,0.0501,0.0,1.0,0.0016,6.8,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,20.0,0.0985352,0.095885,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.25,0.1,1.6,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-10.0,0.015,25.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,50.0,0.249759,15.6238,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,15.0,2.50011,0.151886,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,2.0,0.0063,0.63,2.0
1455.0,53.6,799.8429175,10.4,0.003217863,1.29e-05,0.015,0.0549,0.0,90.0,0.05389055,4.465529158,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,70.0,0.0957907,6.29191,2.0
1463.4,59.2,800.2293839,9.85,0.003217863,1.29e-05,0.015,0.0549,0.0,0.0052,0.831171521,0.41450727,2.0
100.0,25.0,879.8,1.3,0.483,1.85e-05,0.03,0.0508,0.0,0.0,0.699177113,0.334811415,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-80.0,0.408398,0.0165947,0.0
592.0,35.0,1000.0,6.47,0.001,2.69e-06,0.07,0.1064,0.0,3.0,3.64047,1.98486,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-1.0,0.63,6.3,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,5.0,0.025,25.0,0.0
490.0,35.0,1000.0,5.52,0.001,3.35e-06,0.07,0.0549,0.0,0.0,0.571423,3.16228,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-10.0,0.16,6.3,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-80.0,0.0262094,3.99486,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,80.0,4.03152,0.997473,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-1.0,0.063,0.016,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-30.0,0.996073,0.0933454,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-10.0,0.4,6.3,3.0
3193.6,53.3,792.8008699,24.0,0.003217863,1.29e-05,0.015,0.0549,0.0,1.03,0.336257355,0.92649268,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,80.0,0.604296,0.251733,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.25,0.0025,6.3,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.25,1.5,0.25,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,2.0,0.04,10.0,0.0
490.0,35.0,1000.0,5.52,0.001,3.35e-06,0.07,0.0549,0.0,0.0,0.0226073,0.453158,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,20.0,0.00243966,5.91109,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,0.0,0.905798,0.239482,2.0
450.0,20.0,1025.0,8.25,0.001,1.6e-05,0.07,0.0972,0.0,0.0,1.53328,1.70217,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,0.0,0.910392,0.222354,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,2.0,4.0,0.1,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,70.0,1.51737,0.0923537,5.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-1.0,0.120195,27.2537,0.0
592.0,35.0,1000.0,6.47,0.001,2.69e-06,0.07,0.1064,0.0,3.0,0.331519,3.04111,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,0.0,1.36045,0.929265,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,20.0,0.00625642,6.14574,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,90.0,0.0113356,0.983864,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,50.0,0.996633,1.69019,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-1.0,1.8,0.016,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-80.0,0.106229,4.0688,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,20.0,0.158739,9.85213,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-80.0,0.00399767,1.54839,3.0
100.0,20.0,1000.0,1.12,0.001,1.5e-05,0.07,0.0954,0.0,0.0,0.216463415,23.29268293,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,15.0,0.0129493,15.8972,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,90.0,0.00400104,2.43696,2.0
592.0,35.0,1000.0,6.47,0.001,2.69e-06,0.07,0.1064,0.0,0.0,1.12562,2.94273,2.0
2060.0,26.9,1000.0,23.4,0.001,2.69e-06,0.07,0.1064,0.0,0.0,2.1192,2.01791,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,15.0,1.64647,2.5483,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,2.0,0.04,10.0,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,50.0,2.41544,2.54418,2.0
100.0,20.0,1000.0,1.12,0.001,1.5e-05,0.07,0.0954,0.0,0.0,1.012195122,24.05487805,2.0
3208.0,62.3,793.969023,23.3,0.003217863,1.29e-05,0.015,0.0549,0.0,90.0,0.156405794,1.596284988,2.0
-80.6,-256.0,77.04160247,0.125,1.17e-05,5.07e-07,0.07,0.00874,0.0,1.5,0.0247815,0.416359,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,0.0,0.905798,1.76484,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-30.0,4.08513,0.236937,1.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,5.0,0.901084,0.461579,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,50.0,1.01444,0.0613194,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-70.0,0.00995793,24.5617,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-30.0,0.850048,25.1963,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-70.0,2.50427,16.7777,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,50.0,0.0060685,9.54815,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-90.0,0.1,0.0187765,0.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,1.0,0.061011,0.421697,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-5.0,2.5,0.16,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-30.0,0.684235,1.54188,3.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,-5.0,0.0496051,0.0984245,4.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-70.0,0.403946,15.8316,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.25,4.0,10.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,15.0,0.10516,17.1544,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-10.0,1.6,0.063,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-80.0,0.0250639,0.036837,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-70.0,0.100875,25.4776,0.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,5.0,0.0997176,4.93582,0.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,9.0,0.911256,2.52255,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,9.0,0.0613883,14.6041,0.0
100.0,20.0,1000.0,1.12,0.001,1.5e-05,0.07,0.0254,0.0,0.0,0.12195122,3.109756098,2.0
2060.0,26.9,1000.0,23.4,0.001,2.69e-06,0.07,0.1064,0.0,1.0,0.311974,0.390194,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,0.0,0.117893,0.050339,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,0.0,0.205981,8.57487,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-70.0,0.00440103,0.0154177,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-30.0,2.60918,0.0369563,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,15.0,3.99982,0.578597,1.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,-9.0,0.996878,0.192768,4.0
2060.0,26.9,1000.0,23.4,0.001,2.69e-06,0.07,0.1064,0.0,3.0,0.608558,0.165482,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.25,0.01,10.0,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,15.0,1.73045,3.92419,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.5,2.5,10.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,30.0,0.0298773,5.96366,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-80.0,0.258582,0.0163207,0.0
47.2,21.7,886.4764146,1.76,0.005522811,1.9e-05,0.03,0.0501,0.0,2.0,0.031,20.2,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-90.0,0.249234,0.365174,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,10.0,0.1,0.4,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,0.0,0.905798,2.84993,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,15.0,0.00380044,1.59634,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,85.0,1.07873,0.968329,2.0
450.0,54.0,1059.0,8.25,0.001,1.6e-05,0.07,0.0972,0.0,5.0,1.52099,1.30753,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-30.0,3.79404,4.0571,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,5.0,0.361809,14.0046,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.0,0.1,2.5,2.0
100.0,25.0,879.8,1.3,0.483,1.85e-05,0.03,0.0508,0.0,0.0,0.021449911,1.133654726,2.0
9000.0,30.0,700.5,103.0,0.000325,1.93e-05,0.013,0.189,0.0,90.0,0.00376773,0.746161,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-10.0,1.0,0.25,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,50.0,0.100535,0.388032,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-1.0,0.20731,5.66785,0.0
37.6,23.6,885.129994,1.63,0.005179285,1.9e-05,0.03,0.0501,0.0,0.0,0.0405,15.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-1.0,0.063,0.4,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-30.0,1.51375,10.6813,2.0
592.0,35.0,1000.0,6.47,0.001,2.69e-06,0.07,0.1064,0.0,1.0,0.152314,1.95129,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.25,1.0,0.6,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-1.0,0.928759,1.84653,2.0
270.0,20.0,1025.0,5.02,0.001,1.6e-05,0.07,0.0972,0.0,2.0,1.55143,6.965,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,1.0,0.597897,13.8237,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,5.0,0.0025,1.6,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-1.0,0.1,1.0,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-70.0,0.264983,15.5887,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,20.0,0.25587,24.7488,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,90.0,0.00248744,15.3666,0.0
592.0,35.0,1000.0,6.47,0.001,2.69e-06,0.07,0.1064,0.0,3.0,1.13803,3.04475,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,10.0,1.0,6.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,70.0,0.236239,0.0974027,5.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,9.0,0.0496495,0.986599,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,1.0,0.01,0.63,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,10.0,0.1,0.1,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,20.0,0.446081,24.5031,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.0,0.1,0.04,4.0
592.0,35.0,1000.0,6.47,0.001,2.69e-06,0.07,0.1064,0.0,0.0,2.2024,2.94273,2.0
2060.0,26.9,1000.0,23.4,0.001,2.69e-06,0.07,0.1064,0.0,3.0,3.37394,0.1,1.0
790.0,54.0,1059.0,14.9,0.001,1.6e-05,0.07,0.0972,0.0,-2.0,1.51723,6.86304,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,30.0,0.656909,0.195826,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,1.0,2.5,0.025,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.0,2.5,0.6,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,50.0,3.90439,0.0607788,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.25,0.1,0.63,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,30.0,0.633071,2.64574,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-5.0,0.922175,0.0851842,4.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,50.0,0.0100535,0.0397386,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,50.0,0.0940829,0.246239,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,1.0,0.25,4.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-90.0,3.97526,2.45755,1.0
3219.8,63.9,790.4385897,24.4,0.003217863,1.29e-05,0.015,0.0549,0.0,0.0,0.146402342,0.164662359,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,70.0,0.378818,0.245565,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,15.0,0.179929,23.9628,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,10.0,0.004,2.5,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,-5.0,1.00702,10.1244,2.0
1450.0,57.8,805.3088942,10.7,0.003217863,1.29e-05,0.015,0.0549,0.0,1.03,0.336588581,0.911763234,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.0,2.5,0.63,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,80.0,0.897687,1.04248,2.0
100.0,25.0,879.8,1.3,0.483,1.85e-05,0.03,0.0508,0.0,0.0,0.030665604,1.125523687,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.25,0.1,1.0,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,1.0,0.365315,0.133352,2.0
100.0,20.0,1000.0,1.12,0.001,1.5e-05,0.07,0.0254,0.0,0.0,0.06097561,126.8292683,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,10.0,1.0,0.04,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,80.0,0.93898,2.53829,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-5.0,0.2089,1.75396,4.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,90.0,0.00370863,3.71398,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,70.0,0.594274,0.0384179,5.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.0,4.0,0.6,1.0
790.0,20.0,1025.0,14.9,0.001,1.6e-05,0.07,0.0972,0.0,0.0,1.48479,3.35897,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,1.0,0.121969,1.71544,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,5.0,0.016,16.0,3.0
790.0,54.0,1059.0,14.9,0.001,1.6e-05,0.07,0.0972,0.0,-2.0,0.0970808,1.00167,3.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,-9.0,0.485609,4.76642,4.0
3229.3,53.9,793.9848039,22.6,0.003217863,1.29e-05,0.015,0.0549,0.0,90.0,0.159059303,4.702599009,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,5.0,2.5,0.63,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,50.0,0.0381757,3.88796,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,70.0,0.00387323,0.154014,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,50.0,0.0370134,6.20563,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,0.0,0.302247,1.86899,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,9.0,0.210303,18.5303,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.5,0.0025,2.5,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-10.0,1.0,25.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-80.0,0.932536,0.0616564,2.0
2060.0,26.9,1000.0,23.4,0.001,2.69e-06,0.07,0.1064,0.0,3.0,3.43905,0.392419,1.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-1.0,0.0292896,1.8429,4.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,9.0,0.610571,0.240451,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.0,0.25,1.6,2.0
270.0,20.0,1025.0,5.02,0.001,1.6e-05,0.07,0.0972,0.0,2.0,0.511289,9.28829,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,1.0,1.0,25.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,20.0,0.01,0.0975774,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,30.0,0.0754334,0.482811,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,0.0,0.119709,5.13248,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-90.0,4.4408,6.71375,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,90.0,0.00396744,9.99789,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.0,0.15,15.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-5.0,1.6,25.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.25,0.006,0.4,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,30.0,2.39011,0.0209698,1.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-1.0,0.901179,2.97684,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.0,0.0025,2.5,4.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-10.0,0.01,10.0,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,20.0,2.47836,0.394909,2.0
100.0,25.0,879.8,1.3,0.483,1.85e-05,0.03,0.0508,0.0,0.0,0.705848272,17.92034218,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-30.0,0.101758,3.93247,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-10.0,1.0,6.5,2.0
100.0,25.0,879.8,1.3,0.483,1.85e-05,0.03,0.0508,0.0,0.0,0.398459492,0.9819804,2.0
2060.0,26.9,1000.0,23.4,0.001,2.69e-06,0.07,0.1064,0.0,3.0,2.05122,0.25483,2.0
1461.8,53.7,800.8796829,9.8,0.003217863,1.29e-05,0.015,0.0549,0.0,1.03,0.056653951,4.436360835,0.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,9.0,3.00679,0.144291,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.5,0.01,0.0399654,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-80.0,0.662099,0.0969827,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,70.0,0.0991185,15.2893,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-80.0,0.400188,3.94299,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.25,1.0,1.5,2.0
490.0,35.0,1000.0,5.52,0.001,3.35e-06,0.07,0.0549,0.0,0.0,0.0104776,0.107461,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-5.0,0.063,25.0,0.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,0.0,0.0294987,8.38656,4.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.0,0.4,6.0,2.0
3258.2,58.2,791.2604802,25.6,0.003217863,1.29e-05,0.015,0.0549,0.0,0.0,0.066180005,1.657199567,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-5.0,2.5,0.016,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,15.0,1.63789,1.55389,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,-5.0,0.0995443,2.01182,4.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-80.0,0.103692,10.1351,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,70.0,0.263164,9.86911,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-90.0,4.19658,0.39454,1.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,9.0,0.199717,4.91747,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-80.0,0.410816,26.0936,0.0
490.0,35.0,1000.0,5.52,0.001,3.35e-06,0.07,0.0549,0.0,0.0,0.0955755,1.65482,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,80.0,1.58204,0.263905,5.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-1.0,0.0016,6.3,4.0
