P,T,DenL,DenG,VisL,VisG,ST,ID,Roughness,Ang,Vsl,Vsg,Flow_label
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,80.0,0.00964662,0.0626874,5.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,2.0,0.01,0.1,2.0
26.7,21.8,886.4054993,1.51,0.005504176,1.9e-05,0.03,0.0501,0.0,-1.0,0.0105,4.9,4.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-30.0,0.0100423,1.53993,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,70.0,0.152507,0.151614,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,70.0,0.00240392,6.52194,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,20.0,0.387541,0.242292,2.0
3251.8,63.4,794.2541737,24.6,0.003217863,1.29e-05,0.015,0.0549,0.0,1.03,0.829338839,0.533373398,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.25,0.025,25.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,30.0,0.149514,0.648561,2.0
1383.5,58.6,796.912345,8.75,0.003217863,1.29e-05,0.015,0.0549,0.0,0.0052,0.150385414,7.013409155,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,15.0,2.87862,0.596455,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,10.0,0.1,15.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,50.0,0.00559503,14.7884,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-80.0,0.163862,0.255673,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.5,4.0,16.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-10.0,0.04,25.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-1.0,2.5,6.3,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,70.0,0.969146,0.0377688,5.0
2000.0,30.0,702.3,23.4,0.000359,1.77e-05,0.019,0.189,0.0,90.0,0.530668,5.33547,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,20.0,0.676205,9.90628,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,-1.0,2.03514,9.57907,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.5,5.0,0.63,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,50.0,0.0974199,0.0615914,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-5.0,0.016,25.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,90.0,0.00400779,0.240249,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-90.0,1.04983,10.1987,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,90.0,1.02418,0.586661,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.25,0.006,10.0,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,5.0,1.0,0.16,2.0
490.0,35.0,1000.0,5.52,0.001,3.35e-06,0.07,0.0549,0.0,0.0,0.0465683,1.65482,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,2.0,0.01,1.6,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.0,0.015,1.6,4.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-80.0,2.6191,0.603193,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,30.0,0.420572,0.0832667,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,30.0,0.96629,3.75215,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.5,4.0,6.3,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,80.0,0.905798,26.4983,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-1.0,0.025,2.5,3.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,0.0,0.0577722,0.242189,2.0
2060.0,26.9,1000.0,23.4,0.001,2.69e-06,0.07,0.1064,0.0,3.0,0.0782517,0.365174,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,0.0,0.905798,0.0867182,2.0
42.0,21.3,886.7601324,1.7,0.005597987,1.9e-05,0.03,0.0501,0.0,0.0,0.0016,20.8,0.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-1.0,0.366975,0.0845283,4.0
55.7,22.9,885.6258056,1.85,0.005303288,1.9e-05,0.03,0.0501,0.0,-2.0,0.0056,25.4,0.0
270.0,46.0,1051.0,5.02,0.001,1.6e-05,0.07,0.0972,0.0,5.0,1.48847,7.03494,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,5.0,4.0,1.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,15.0,0.0772245,9.7746,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-1.0,0.25,25.0,0.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,-9.0,0.195376,1.91505,4.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-1.0,0.01,16.0,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,70.0,0.0384828,3.77144,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,90.0,0.39011,2.56167,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,90.0,3.70551,0.991394,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,15.0,0.00232995,0.097746,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,30.0,2.43795,0.612677,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.25,0.25,4.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-1.0,1.0,0.1,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,1.0,1.0,10.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-90.0,0.00582286,0.0227955,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,10.0,0.25,0.4,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-9.0,2.99856,0.0848377,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.25,0.150125,25.0,0.0
-80.6,-256.0,77.04160247,0.125,1.17e-05,5.07e-07,0.07,0.00874,0.0,1.5,0.395568,5.58215,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-70.0,2.43897,25.9711,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,90.0,2.60698,0.401301,1.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-5.0,2.15019,0.238206,1.0
100.0,25.0,879.8,1.3,0.483,1.85e-05,0.03,0.0508,0.0,0.0,0.102770688,10.05035641,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,10.0,0.0025,0.63,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,1.0,0.1,0.04,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,10.0,0.004,40.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,50.0,0.0960198,0.390905,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-9.0,0.029214,2.99088,4.0
41.4,22.8,885.6966585,1.68,0.005321244,1.9e-05,0.03,0.0501,0.0,-2.0,0.0527,15.6,0.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,-5.0,0.0508786,0.0501483,4.0
2060.0,26.9,1000.0,23.4,0.001,2.69e-06,0.07,0.1064,0.0,1.0,0.546078,0.242212,2.0
36.2,24.5,884.4929297,1.61,0.005024104,1.9e-05,0.03,0.0501,0.0,1.0,0.0208,15.7,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,5.0,0.025,4.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,20.0,0.100904,0.616607,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,5.0,0.0025,0.1,2.0
62.9,26.1,883.3615031,1.91,0.004759616,1.9e-05,0.03,0.0501,0.0,0.0,0.0191,24.8,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,2.0,0.01,0.63,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.0,2.5,4.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,15.0,2.78578,3.92419,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.0,0.025,25.0,0.0
100.0,20.0,1000.0,1.12,0.001,1.5e-05,0.07,0.0954,0.0,0.0,0.304878049,7.134146341,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,1.0,0.0063,0.063,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,15.0,0.0155471,0.0378552,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,50.0,4.01964,1.00007,1.0
1435.9,60.5,802.2861245,9.91,0.003217863,1.29e-05,0.015,0.0549,0.0,1.03,0.149935337,1.548077422,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,5.0,0.01,0.1,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.25,0.0025,1.6,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.25,0.025,0.04,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,-9.0,0.992056,19.606,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-5.0,0.0063,16.0,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-70.0,0.105012,0.988959,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-5.0,0.25,25.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,15.0,0.0754312,0.355758,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,80.0,0.930572,0.635567,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-10.0,0.01,0.25,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.0,0.1,25.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.25,0.63,25.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,10.0,0.06,10.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,5.0,4.5,0.63,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,70.0,2.71047,0.561019,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,90.0,0.141063,0.0983035,5.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.25,0.004,15.0,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,2.0,0.0063,1.0,2.0
100.0,25.0,879.8,1.3,0.483,1.85e-05,0.03,0.0508,0.0,0.0,0.397050009,1.535489689,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,5.0,0.0063,10.0,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,2.0,0.1,4.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,70.0,1.60827,3.86807,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-70.0,0.00430439,0.24529,3.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,0.0,0.0586372,0.0984383,4.0
1412.7,62.3,799.7563682,9.15,0.003217863,1.29e-05,0.015,0.0549,0.0,1.03,0.038153335,3.336624219,0.0
790.0,54.0,1059.0,14.9,0.001,1.6e-05,0.07,0.0972,0.0,-2.0,1.49536,2.92396,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,0.0,0.119709,18.4239,0.0
3204.5,60.4,793.5595741,23.2,0.003217863,1.29e-05,0.015,0.0549,0.0,1.03,0.309176641,5.849431037,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,1.0,4.0,2.5,1.0
2060.0,26.9,1000.0,23.4,0.001,2.69e-06,0.07,0.1064,0.0,3.0,3.36967,0.165482,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,90.0,1.80345,0.571102,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,90.0,1.40786,10.1092,2.0
2060.0,26.9,1000.0,23.4,0.001,2.69e-06,0.07,0.1064,0.0,3.0,3.35267,1.33352,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.0,0.015,2.5,4.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-10.0,0.01,0.1,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-10.0,4.0,0.4,1.0
3225.3,59.5,799.3907393,23.6,0.003217863,1.29e-05,0.015,0.0549,0.0,90.0,0.326234879,0.913959721,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-30.0,0.426345,10.1003,3.0
592.0,35.0,1000.0,6.47,0.001,2.69e-06,0.07,0.1064,0.0,1.0,0.544302,6.89778,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,1.0,2.5,0.4,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,1.0,0.01,0.063,2.0
450.0,54.0,1059.0,8.25,0.001,1.6e-05,0.07,0.0972,0.0,-2.0,0.999906,2.81321,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,20.0,0.390658,16.5017,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-10.0,0.1,0.015,3.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-9.0,0.1153,0.888462,4.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-80.0,1.59993,0.997193,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-80.0,0.156216,1.51524,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,90.0,0.96901,1.02165,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,15.0,0.00910298,0.0248908,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,0.0,0.588208,15.3776,0.0
28.3,21.6,886.5473355,1.53,0.00554151,1.9e-05,0.03,0.0501,0.0,1.0,0.003,10.4,3.0
1431.6,53.7,802.6410705,10.8,0.003217863,1.29e-05,0.015,0.0549,0.0,90.0,0.138762018,0.160187127,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,0.0,0.602325,1.19507,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-70.0,2.54758,0.387705,1.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,-9.0,0.499865,9.78246,0.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,5.0,0.35932,2.94376,2.0
-80.6,-256.0,77.04160247,0.125,1.17e-05,5.07e-07,0.07,0.00874,0.0,1.5,0.0105212,0.132475,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,5.0,1.0,0.063,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-5.0,0.0605449,19.729,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,1.0,4.0,0.16,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.0,0.04,1.5,4.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-90.0,4.04287,4.15403,1.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,0.0,0.30069,0.151035,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,90.0,0.997754,0.239663,5.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-10.0,1.5,6.5,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,2.0,1.6,0.025,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,5.0,2.13231,0.0926429,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,2.0,1.0,6.3,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.5,0.015,10.0,3.0
2000.0,30.0,702.3,23.4,0.000359,1.77e-05,0.019,0.189,0.0,90.0,0.300479,0.698247,5.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-10.0,0.6,10.0,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,5.0,3.02125,2.09278,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,85.0,2.59537,0.145649,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-5.0,0.025,25.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.25,0.04,4.0,2.0
490.0,35.0,1000.0,5.52,0.001,3.35e-06,0.07,0.0549,0.0,0.0,0.0443955,1.0,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-5.0,0.63,10.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-90.0,0.57669,1.7683,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,20.0,0.245721,0.155013,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-5.0,0.0291756,19.9689,0.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,-9.0,0.0492949,0.048083,4.0
2060.0,26.9,1000.0,23.4,0.001,2.69e-06,0.07,0.1064,0.0,0.0,0.16909,0.869623,3.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,1.0,1.38031,0.865964,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,5.0,4.0,2.5,1.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,0.0,1.35031,1.45125,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,70.0,0.933322,2.42292,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,1.0,0.0025,0.63,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-90.0,0.391374,0.0290095,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-30.0,1.10742,15.8138,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-1.0,0.01,6.3,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,70.0,0.0158828,6.30319,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.5,0.4,0.025,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,1.0,0.120392,0.0835363,2.0
490.0,35.0,1000.0,5.52,0.001,3.35e-06,0.07,0.0549,0.0,0.0,0.0227219,3.16228,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-30.0,0.104365,0.234157,3.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,0.0,1.37168,0.67336,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,30.0,0.982034,6.21086,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,9.0,0.203585,0.23773,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,70.0,0.366975,0.095757,5.0
100.0,20.0,1000.0,1.12,0.001,1.5e-05,0.07,0.0954,0.0,0.0,0.216463415,33.23170732,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.0,4.0,1.0,1.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,-5.0,0.19873,1.94892,4.0
3237.2,59.1,789.6711527,25.2,0.003217863,1.29e-05,0.015,0.0549,0.0,0.0,0.108036106,0.556664162,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-80.0,0.606892,1.02016,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-10.0,0.16,0.016,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,5.0,0.4,16.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,15.0,1.66181,0.153993,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,70.0,0.00952002,0.968329,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-1.0,0.25,16.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-1.0,1.0,0.16,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.5,0.006,6.0,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.0,0.015,1.5,4.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.0,0.04,10.0,3.0
2060.0,26.9,1000.0,23.4,0.001,2.69e-06,0.07,0.1064,0.0,0.0,5.6436,0.157916,1.0
3208.8,52.7,796.3323284,23.7,0.003217863,1.29e-05,0.015,0.0549,0.0,0.0,0.705669832,4.600795008,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,1.0,1.6,2.5,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-80.0,0.259601,16.2703,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,85.0,0.00239406,2.53818,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,70.0,1.49304,0.233204,5.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,10.0,0.01,40.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.25,0.4,25.0,0.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,-9.0,0.119658,2.98039,4.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,90.0,2.58218,0.61129,1.0
27.9,23.0,885.5549584,1.52,0.005285393,1.9e-05,0.03,0.0501,0.0,1.0,0.0235,10.2,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,0.5,0.01,6.3,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-30.0,2.66776,15.9231,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,1.0,0.25,16.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,1.0,0.0025,10.0,3.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,0.0,1.38286,11.9037,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-1.0,0.004,4.0,4.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-1.0,0.0063,4.0,3.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-70.0,2.52051,6.30496,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,15.0,1.00592,0.0964662,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,-5.0,1.97408,0.198961,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-1.0,0.4,6.3,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,20.0,0.00390658,0.972079,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,2.0,2.5,4.0,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-30.0,0.253829,15.6315,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,-90.0,1.68108,0.382879,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,20.0,0.406223,15.0125,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,5.0,1.6,0.4,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0258,0.0,0.0,0.119709,0.884911,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,-70.0,4.43581,2.39751,1.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,15.0,0.00384557,0.153993,2.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,9.0,0.0965526,19.8653,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.025,0.0,0.0,2.5,2.5,2.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,2.0,0.01,25.0,0.0
100.0,25.0,1000.0,1.18,0.001,1.5e-05,0.07,0.051,0.0,80.0,0.041047,0.104218,5.0
350.0,22.0,860.0,4.13,0.007,1e-05,0.032,0.0512,0.0,0.0,0.117113,2.91065,0.0
3201.5,60.6,791.7055275,24.5,0.003217863,1.29e-05,0.015,0.0549,0.0,0.0,0.314723378,0.498118744,2.0
